"","iid","id","gender","idg","condtn","wave","round","position","positin1","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field","field_cd","undergra","mn_sat","tuition","race","imprace","imprelig","from","zipcode","income","goal","date","go_out","career","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1","shar4_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr5_1","sinc5_1","intel5_1","fun5_1","amb5_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","attr1_s","sinc1_s","intel1_s","fun1_s","amb1_s","shar1_s","attr3_s","sinc3_s","intel3_s","fun3_s","amb3_s","satis_2","length","numdat_2","attr7_2","sinc7_2","intel7_2","fun7_2","amb7_2","shar7_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr4_2","sinc4_2","intel4_2","fun4_2","amb4_2","shar4_2","attr2_2","sinc2_2","intel2_2","fun2_2","amb2_2","shar2_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","attr5_2","sinc5_2","intel5_2","fun5_2","amb5_2","you_call","them_cal","date_3","numdat_3","num_in_3","attr1_3","sinc1_3","intel1_3","fun1_3","amb1_3","shar1_3","attr7_3","sinc7_3","intel7_3","fun7_3","amb7_3","shar7_3","attr4_3","sinc4_3","intel4_3","fun4_3","amb4_3","shar4_3","attr2_3","sinc2_3","intel2_3","fun2_3","amb2_3","shar2_3","attr3_3","sinc3_3","intel3_3","fun3_3","amb3_3","attr5_3","sinc5_3","intel5_3","fun5_3","amb5_3"
"3376",232,19,1,38,2,9,20,9,13,17,8,201,0,-0.18,1,25,2,15.38,17.31,17.31,17.31,17.31,15.38,0,4,8,8,4,,,5,6,2,31,"International Affairs",13,,,,2,4,7,"Washington, DC","10,471",,2,5,4,"public service",9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,,17.78,17.78,17.78,17.78,13.33,15.56,9,7,8,7,7,7,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,,,,,,0,6,6,7,6,6,4,6,3,2,,16.67,18.52,18.52,18.52,12.96,14.81,7,8,8,9,7,8,1,3,,,,,,,16,20,16,20,14,14,9,7,8,8,7,6,17.02,19.15,17.02,17.02,17.02,12.77,8,9,8,8,7,,,,,,1,0,0,,,16.33,18.37,18.37,18.37,14.29,14.29,,,,,,,9,7,7,8,7,7,8,8,8,8,8,,8,9,8,8,6,,,,,
"3377",232,19,1,38,2,9,20,12,13,20,9,202,0,0.2,1,22,2,15.38,19.23,19.23,19.23,15.38,11.54,0,7,9,9,7,9,6,7,6,2,31,"International Affairs",13,,,,2,4,7,"Washington, DC","10,471",,2,5,4,"public service",9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,,17.78,17.78,17.78,17.78,13.33,15.56,9,7,8,7,7,7,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,,,,,,1,6,7,7,7,7,6,5,4,2,,16.67,18.52,18.52,18.52,12.96,14.81,7,8,8,9,7,8,1,3,,,,,,,16,20,16,20,14,14,9,7,8,8,7,6,17.02,19.15,17.02,17.02,17.02,12.77,8,9,8,8,7,,,,,,1,0,0,,,16.33,18.37,18.37,18.37,14.29,14.29,,,,,,,9,7,7,8,7,7,8,8,8,8,8,,8,9,8,8,6,,,,,
"3378",232,19,1,38,2,9,20,11,13,19,10,203,0,-0.01,1,22,2,16,20,18,20,18,8,0,5,6,8,6,8,,4,7,2,31,"International Affairs",13,,,,2,4,7,"Washington, DC","10,471",,2,5,4,"public service",9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,,17.78,17.78,17.78,17.78,13.33,15.56,9,7,8,7,7,7,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,,,,,,1,7,8,8,8,7,5,6,5,2,,16.67,18.52,18.52,18.52,12.96,14.81,7,8,8,9,7,8,1,3,,,,,,,16,20,16,20,14,14,9,7,8,8,7,6,17.02,19.15,17.02,17.02,17.02,12.77,8,9,8,8,7,,,,,,1,0,0,,,16.33,18.37,18.37,18.37,14.29,14.29,,,,,,,9,7,7,8,7,7,8,8,8,8,8,,8,9,8,8,6,,,,,
"3379",232,19,1,38,2,9,20,17,13,5,11,204,0,0.23,1,26,2,19.61,15.69,17.65,15.69,17.65,13.73,0,6,8,8,5,6,6,6,9,2,31,"International Affairs",13,,,,2,4,7,"Washington, DC","10,471",,2,5,4,"public service",9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,,17.78,17.78,17.78,17.78,13.33,15.56,9,7,8,7,7,7,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,,,,,,1,6,7,6,7,6,6,6,6,2,,16.67,18.52,18.52,18.52,12.96,14.81,7,8,8,9,7,8,1,3,,,,,,,16,20,16,20,14,14,9,7,8,8,7,6,17.02,19.15,17.02,17.02,17.02,12.77,8,9,8,8,7,,,,,,1,0,0,,,16.33,18.37,18.37,18.37,14.29,14.29,,,,,,,9,7,7,8,7,7,8,8,8,8,8,,8,9,8,8,6,,,,,
"3380",232,19,1,38,2,9,20,13,13,1,12,205,0,0.68,1,23,2,15.38,17.31,19.23,19.23,11.54,17.31,0,6,8,6,6,8,8,6,6,2,31,"International Affairs",13,,,,2,4,7,"Washington, DC","10,471",,2,5,4,"public service",9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,,17.78,17.78,17.78,17.78,13.33,15.56,9,7,8,7,7,7,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,,,,,,1,8,9,8,8,8,7,8,6,2,,16.67,18.52,18.52,18.52,12.96,14.81,7,8,8,9,7,8,1,3,,,,,,,16,20,16,20,14,14,9,7,8,8,7,6,17.02,19.15,17.02,17.02,17.02,12.77,8,9,8,8,7,,,,,,1,0,0,,,16.33,18.37,18.37,18.37,14.29,14.29,,,,,,,9,7,7,8,7,7,8,8,8,8,8,,8,9,8,8,6,,,,,
"3381",232,19,1,38,2,9,20,16,13,4,13,206,0,0.46,0,31,1,14.58,16.67,20.83,18.75,16.67,12.5,1,4,9,7,7,,7,6,7,7,31,"International Affairs",13,,,,2,4,7,"Washington, DC","10,471",,2,5,4,"public service",9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,,17.78,17.78,17.78,17.78,13.33,15.56,9,7,8,7,7,7,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,,,,,,0,6,7,6,5,6,5,6,3,1,,16.67,18.52,18.52,18.52,12.96,14.81,7,8,8,9,7,8,1,3,,,,,,,16,20,16,20,14,14,9,7,8,8,7,6,17.02,19.15,17.02,17.02,17.02,12.77,8,9,8,8,7,,,,,,1,0,0,,,16.33,18.37,18.37,18.37,14.29,14.29,,,,,,,9,7,7,8,7,7,8,8,8,8,8,,8,9,8,8,6,,,,,
"3382",232,19,1,38,2,9,20,4,13,12,14,207,0,-0.33,1,23,2,17.31,13.46,17.31,19.23,19.23,13.46,0,4,6,6,4,4,4,3,8,2,31,"International Affairs",13,,,,2,4,7,"Washington, DC","10,471",,2,5,4,"public service",9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,,17.78,17.78,17.78,17.78,13.33,15.56,9,7,8,7,7,7,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,,,,,,1,8,7,7,8,8,7,7,5,2,,16.67,18.52,18.52,18.52,12.96,14.81,7,8,8,9,7,8,1,3,,,,,,,16,20,16,20,14,14,9,7,8,8,7,6,17.02,19.15,17.02,17.02,17.02,12.77,8,9,8,8,7,,,,,,1,0,0,,,16.33,18.37,18.37,18.37,14.29,14.29,,,,,,,9,7,7,8,7,7,8,8,8,8,8,,8,9,8,8,6,,,,,
"3383",232,19,1,38,2,9,20,15,13,3,15,208,0,0.53,0,25,1,11.54,13.46,19.23,19.23,19.23,17.31,0,5,9,9,7,8,7,6,5,2,31,"International Affairs",13,,,,2,4,7,"Washington, DC","10,471",,2,5,4,"public service",9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,,17.78,17.78,17.78,17.78,13.33,15.56,9,7,8,7,7,7,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,,,,,,1,7,7,8,8,8,6,6,4,2,,16.67,18.52,18.52,18.52,12.96,14.81,7,8,8,9,7,8,1,3,,,,,,,16,20,16,20,14,14,9,7,8,8,7,6,17.02,19.15,17.02,17.02,17.02,12.77,8,9,8,8,7,,,,,,1,0,0,,,16.33,18.37,18.37,18.37,14.29,14.29,,,,,,,9,7,7,8,7,7,8,8,8,8,8,,8,9,8,8,6,,,,,
"3384",232,19,1,38,2,9,20,20,13,8,16,209,0,0.32,0,28,1,13.04,21.74,17.39,17.39,15.22,15.22,0,5,,,,7,,,,,31,"International Affairs",13,,,,2,4,7,"Washington, DC","10,471",,2,5,4,"public service",9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,,17.78,17.78,17.78,17.78,13.33,15.56,9,7,8,7,7,7,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,,,,,,0,6,7,7,6,7,5,6,4,2,,16.67,18.52,18.52,18.52,12.96,14.81,7,8,8,9,7,8,1,3,,,,,,,16,20,16,20,14,14,9,7,8,8,7,6,17.02,19.15,17.02,17.02,17.02,12.77,8,9,8,8,7,,,,,,1,0,0,,,16.33,18.37,18.37,18.37,14.29,14.29,,,,,,,9,7,7,8,7,7,8,8,8,8,8,,8,9,8,8,6,,,,,
"3385",232,19,1,38,2,9,20,1,13,9,17,210,0,0.57,1,29,2,20,15.56,20,15.56,11.11,17.78,0,3,9,9,1,,5,4,,2,31,"International Affairs",13,,,,2,4,7,"Washington, DC","10,471",,2,5,4,"public service",9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,,17.78,17.78,17.78,17.78,13.33,15.56,9,7,8,7,7,7,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,,,,,,1,6,7,7,7,6,7,6,5,2,,16.67,18.52,18.52,18.52,12.96,14.81,7,8,8,9,7,8,1,3,,,,,,,16,20,16,20,14,14,9,7,8,8,7,6,17.02,19.15,17.02,17.02,17.02,12.77,8,9,8,8,7,,,,,,1,0,0,,,16.33,18.37,18.37,18.37,14.29,14.29,,,,,,,9,7,7,8,7,7,8,8,8,8,8,,8,9,8,8,6,,,,,
"3386",232,19,1,38,2,9,20,7,13,15,18,211,0,-0.28,1,28,2,16.36,16.36,18.18,18.18,16.36,14.55,0,5,10,10,10,9,9,7,7,1,31,"International Affairs",13,,,,2,4,7,"Washington, DC","10,471",,2,5,4,"public service",9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,,17.78,17.78,17.78,17.78,13.33,15.56,9,7,8,7,7,7,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,,,,,,1,9,8,8,7,8,7,6,3,1,,16.67,18.52,18.52,18.52,12.96,14.81,7,8,8,9,7,8,1,3,,,,,,,16,20,16,20,14,14,9,7,8,8,7,6,17.02,19.15,17.02,17.02,17.02,12.77,8,9,8,8,7,,,,,,1,0,0,,,16.33,18.37,18.37,18.37,14.29,14.29,,,,,,,9,7,7,8,7,7,8,8,8,8,8,,8,9,8,8,6,,,,,
"3387",232,19,1,38,2,9,20,10,13,18,19,212,0,0.38,0,27,3,14.29,18.37,18.37,16.33,18.37,14.29,0,6,6,7,6,6,6,6,6,2,31,"International Affairs",13,,,,2,4,7,"Washington, DC","10,471",,2,5,4,"public service",9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,,17.78,17.78,17.78,17.78,13.33,15.56,9,7,8,7,7,7,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,,,,,,1,10,9,9,10,8,7,8,5,2,,16.67,18.52,18.52,18.52,12.96,14.81,7,8,8,9,7,8,1,3,,,,,,,16,20,16,20,14,14,9,7,8,8,7,6,17.02,19.15,17.02,17.02,17.02,12.77,8,9,8,8,7,,,,,,1,0,0,,,16.33,18.37,18.37,18.37,14.29,14.29,,,,,,,9,7,7,8,7,7,8,8,8,8,8,,8,9,8,8,6,,,,,
"3388",232,19,1,38,2,9,20,8,13,16,20,213,0,0.14,0,25,3,15.52,17.24,17.24,17.24,17.24,15.52,0,6,7,7,7,7,7,7,6,2,31,"International Affairs",13,,,,2,4,7,"Washington, DC","10,471",,2,5,4,"public service",9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,,17.78,17.78,17.78,17.78,13.33,15.56,9,7,8,7,7,7,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,,,,,,1,8,9,9,9,8,8,8,6,2,,16.67,18.52,18.52,18.52,12.96,14.81,7,8,8,9,7,8,1,3,,,,,,,16,20,16,20,14,14,9,7,8,8,7,6,17.02,19.15,17.02,17.02,17.02,12.77,8,9,8,8,7,,,,,,1,0,0,,,16.33,18.37,18.37,18.37,14.29,14.29,,,,,,,9,7,7,8,7,7,8,8,8,8,8,,8,9,8,8,6,,,,,
"3389",233,20,1,40,2,9,20,2,11,12,1,194,0,0.17,0,24,2,16,16,20,16,18,14,0,6,7,9,7,8,6,7,5,2,29,"Master of International Affairs",13,,,,4,1,1,"J.P. Morgan","10,017",,1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,,,,,,1,6,7,8,7,8,,6,4,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,,,,,,,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3390",233,20,1,40,2,9,20,6,11,16,2,195,1,-0.5,0,27,2,15.38,19.23,19.23,19.23,13.46,13.46,1,6,9,10,9,8,7,7,7,2,29,"Master of International Affairs",13,,,,4,1,1,"J.P. Morgan","10,017",,1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,,,,,,1,6,7,7,7,7,,6,5,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,,,,,,,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3391",233,20,1,40,2,9,20,5,11,15,3,196,0,0.07,1,25,4,17.65,17.65,17.65,15.69,15.69,15.69,0,2,8,7,3,,9,4,6,2,29,"Master of International Affairs",13,,,,4,1,1,"J.P. Morgan","10,017",,1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,,,,,,1,7,8,7,7,7,,6,7,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,,,,,,,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3392",233,20,1,40,2,9,20,3,11,13,4,197,0,0.18,0,24,6,14,18,20,18,16,14,0,7,7,7,7,7,7,5,4,2,29,"Master of International Affairs",13,,,,4,1,1,"J.P. Morgan","10,017",,1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,,,,,,1,8,8,8,8,8,,6,6,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,,,,,,,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3393",233,20,1,40,2,9,20,14,11,4,5,198,0,0.44,1,23,4,15.38,19.23,17.31,19.23,9.62,19.23,0,4,6,6,7,6,5,5,5,2,29,"Master of International Affairs",13,,,,4,1,1,"J.P. Morgan","10,017",,1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,,,,,,0,6,8,8,8,8,,7,4,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,,,,,,,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3394",233,20,1,40,2,9,20,19,11,9,6,199,0,-0.23,0,30,2,17.5,17.5,20,12.5,20,12.5,0,8,10,10,6,8,2,5,9,2,29,"Master of International Affairs",13,,,,4,1,1,"J.P. Morgan","10,017",,1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,,,,,,1,9,7,8,9,8,,7,6,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,,,,,,,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3395",233,20,1,40,2,9,20,18,11,8,7,200,0,-0.08,0,25,2,13.21,18.87,18.87,16.98,16.98,15.09,0,,,,,,,,,,29,"Master of International Affairs",13,,,,4,1,1,"J.P. Morgan","10,017",,1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,,,,,,1,8,7,7,7,8,,7,6,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,,,,,,,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3396",233,20,1,40,2,9,20,9,11,19,8,201,0,0.28,0,25,2,15.38,17.31,17.31,17.31,17.31,15.38,0,4,8,8,3,8,,6,5,2,29,"Master of International Affairs",13,,,,4,1,1,"J.P. Morgan","10,017",,1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,,,,,,1,7,8,8,8,8,,7,6,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,,,,,,,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3397",233,20,1,40,2,9,20,12,11,2,9,202,1,0.09,0,22,2,15.38,19.23,19.23,19.23,15.38,11.54,1,7,8,8,9,7,5,6,6,2,29,"Master of International Affairs",13,,,,4,1,1,"J.P. Morgan","10,017",,1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,,,,,,1,7,8,8,8,9,,8,6,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,,,,,,,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3398",233,20,1,40,2,9,20,11,11,1,10,203,0,0.02,0,22,2,16,20,18,20,18,8,0,6,10,9,,10,3,8,10,2,29,"Master of International Affairs",13,,,,4,1,1,"J.P. Morgan","10,017",,1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,,,,,,1,8,8,8,8,9,,9,6,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,,,,,,,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3399",233,20,1,40,2,9,20,17,11,7,11,204,0,-0.17,0,26,2,19.61,15.69,17.65,15.69,17.65,13.73,0,6,8,9,6,8,7,8,5,2,29,"Master of International Affairs",13,,,,4,1,1,"J.P. Morgan","10,017",,1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,,,,,,1,7,8,8,8,8,,7,6,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,,,,,,,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3400",233,20,1,40,2,9,20,13,11,3,12,205,0,-0.19,0,23,2,15.38,17.31,19.23,19.23,11.54,17.31,0,6,8,7,7,9,8,8,7,2,29,"Master of International Affairs",13,,,,4,1,1,"J.P. Morgan","10,017",,1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,,,,,,1,7,7,6,7,7,,8,6,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,,,,,,,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3401",233,20,1,40,2,9,20,16,11,6,13,206,1,-0.21,0,31,1,14.58,16.67,20.83,18.75,16.67,12.5,1,1,7,7,7,7,7,7,7,2,29,"Master of International Affairs",13,,,,4,1,1,"J.P. Morgan","10,017",,1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,,,,,,1,7,7,7,7,7,,7,5,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,,,,,,,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3402",233,20,1,40,2,9,20,4,11,14,14,207,0,0.5,0,23,2,17.31,13.46,17.31,19.23,19.23,13.46,0,9,8,8,9,7,8,7,9,2,29,"Master of International Affairs",13,,,,4,1,1,"J.P. Morgan","10,017",,1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,,,,,,1,9,8,8,8,8,,8,6,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,,,,,,,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3403",233,20,1,40,2,9,20,15,11,5,15,208,1,-0.03,0,25,1,11.54,13.46,19.23,19.23,19.23,17.31,1,6,8,8,8,8,7,8,5,2,29,"Master of International Affairs",13,,,,4,1,1,"J.P. Morgan","10,017",,1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,,,,,,1,7,8,8,8,8,,6,5,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,,,,,,,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3404",233,20,1,40,2,9,20,20,11,10,16,209,0,0.4,0,28,1,13.04,21.74,17.39,17.39,15.22,15.22,0,5,,7,,,,,,,29,"Master of International Affairs",13,,,,4,1,1,"J.P. Morgan","10,017",,1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,,,,,,0,7,8,8,8,8,,7,5,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,,,,,,,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3405",233,20,1,40,2,9,20,1,11,11,17,210,0,-0.22,0,29,2,20,15.56,20,15.56,11.11,17.78,0,4,2,2,9,9,,2,9,2,29,"Master of International Affairs",13,,,,4,1,1,"J.P. Morgan","10,017",,1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,,,,,,1,8,8,8,8,8,,9,6,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,,,,,,,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3406",233,20,1,40,2,9,20,7,11,17,18,211,0,0.19,0,28,2,16.36,16.36,18.18,18.18,16.36,14.55,0,5,5,7,5,9,4,4,7,2,29,"Master of International Affairs",13,,,,4,1,1,"J.P. Morgan","10,017",,1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,,,,,,1,9,8,7,7,7,,6,5,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,,,,,,,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
